"","X","INSTNM","SATVR25","SATVRMID","SATVR75","SATMT25","SATMTMID","SATMT75","SATWR25","SATWRMID","SATWR75","TUITIONFEE_IN","TUITIONFEE_OUT","ACTCM25","ACTCM75","ACTCMMID","PCIP01","PCIP03","PCIP04","PCIP05","PCIP09","PCIP10","PCIP11","PCIP12","PCIP13","PCIP14","PCIP15","PCIP16","PCIP19","PCIP22","PCIP23","PCIP24","PCIP25","PCIP26","PCIP27","PCIP29","PCIP30","PCIP31","PCIP38","PCIP39","PCIP40","PCIP41","PCIP42","PCIP43","PCIP44","PCIP45","PCIP46","PCIP47","PCIP48","PCIP49","PCIP50","PCIP51","PCIP52","PCIP54","LATITUDE","LONGITUDE","HIGHDEG","HIGHDEG_1","undergrad.profile","twoorfour","partorfull","loworhigh","two.year","four.year","part.time","full.time","transfer.high","transfer.low"
"131",131,"Jewish Theological Seminary of America",630,675,720,620,675,730,640,680,720,19380,19380,27,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.811959,-73.960287,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"132",132,"The Juilliard School",500,590,590,500,590,700,420,510,670,38190,38190,23,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.773725,-73.982913,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"133",133,"SBI Campus-An Affiliate of Sanford-Brown",400,560,600,430,520,730,560,580,660,8853,8853,20,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471,0,0,0,0,0,0,0,0.9529,0,0,40.779377,-73.412643,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"134",134,"Kehilath Yakov Rabbinical Seminary",470,550,610,450,610,710,490,590,780,9300,9300,24,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.222686,-73.810559,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"135",135,"Keuka College",310,580,560,330,550,640,370,520,590,28235,28235,23,26,27,0,0,0,0,0.0124,0,0,0,0.0796,0,0,0.0106,0,0,0.0124,0,0,0.0159,0.0106,0,0,0,0,0,0,0,0.0195,0.1044,0.2053,0.0142,0,0,0,0,0.0053,0.2566,0.2531,0,42.61541,-77.090518,4,"Graduate degree",9,"Four Year","Full Time","High",0,1,0,1,1,0
"136",136,"LIM College",420,470,520,400,450,500,560,510,800,24225,24225,16,21,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679,0,0.9321,0,40.759817,-73.974911,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"137",137,"Le Moyne College",470,520,570,480,535,590,560,500,730,31340,31340,21,27,24,0,0.0034,0,0,0.0642,0,0.0135,0,0,0,0,0.0051,0,0,0.0743,0,0,0.1351,0.0186,0,0.0034,0,0.0068,0,0.027,0,0.1807,0,0,0.147,0,0,0,0,0.0101,0.0608,0.2095,0.0405,43.047316,-76.088449,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"138",138,"LIU Brooklyn",360,560,570,440,500,580,460,520,660,34852,34852,24,27,27,0,0,0,0,0.0128,0,0.0143,0,0.01,0.0014,0,0,0,0,0.0157,0.0228,0,0.0856,0.0014,0,0.0328,0.0442,0.0014,0,0.0014,0,0.0613,0,0.0143,0.0371,0,0,0,0,0.0428,0.5407,0.0556,0.0043,40.690134,-73.980872,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"139",139,"LIU Post",420,470,520,420,475,530,410,460,510,34852,34852,18,23,21,0,0,0,0.0023,0.0331,0.0183,0.0114,0,0.1714,0,0.0046,0.0023,0,0,0.0274,0.008,0,0.0217,0.0057,0,0.0069,0,0.0011,0,0.0057,0,0.0834,0.0926,0.0137,0.0606,0,0,0,0,0.0869,0.1589,0.1806,0.0034,40.820043,-73.593279,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"140",140,"Long Island Beauty School-Hempstead",480,590,630,360,560,770,380,510,640,7404,20062,20,29,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.707801,-73.629414,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"141",141,"Long Island Business Institute",350,540,650,350,550,790,510,550,700,14279,14279,22,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0244,0.0627,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1777,0,0,0,0,0,0,0,0,0.7352,0,40.760528,-73.830131,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"142",142,"LIU Hudson at Rockland",360,560,600,530,580,630,450,550,590,7178,20460,22,28,24,0.0067,0.045,0.0555,0.0366,0.0343,0.0437,0.0426,0.0011,0.0334,0.0222,0.0489,0.0498,0.0256,0.0048,0.0159,0.0354,0.0498,0.0429,0.0021,0.0317,0.0296,0.008,0.0419,0.0244,0.0016,0.0324,0.0344,0.01,0.0365,0.0107,0.0191,0.0133,0.0129,0.0204,0.0244,0.0288,0.0176,0.006,41.044023,-73.960412,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"143",143,"LIU Brentwood",520,570,750,450,510,660,530,570,640,9107,26836,25,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40.803845,-73.287113,4,"Graduate degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"144",144,"Machzikei Hadath Rabbinical College",410,580,720,550,530,700,470,510,760,10400,10400,20,30,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.628037,-73.988435,3,"Bachelor's degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"145",145,"Mandl School-The College of Allied Health",460,520,630,360,520,680,510,540,570,13095,13095,22,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.764351,-73.983749,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"146",146,"Manhattan College",490,535,580,500,555,610,480,535,590,37188,37188,22,27,25,0,0,0,0,0.056,0,0.0265,0,0.1298,0.2684,0,0.0015,0,0,0.0265,0.0029,0,0.0369,0.0059,0,0.0501,0,0.0059,0,0.0029,0,0.0693,0,0,0.0442,0,0,0,0,0.0015,0.0339,0.2227,0.0147,40.889756,-73.901893,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"147",147,"Manhattan School of Music",430,520,640,440,570,640,470,510,580,37750,37750,22,25,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.812341,-73.961691,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"148",148,"Manhattanville College",430,560,640,480,600,580,370,520,780,36220,36220,19,32,23,0,0.0034,0,0.0034,0.089,0,0.0103,0,0.0274,0,0,0.0171,0,0,0.0445,0.0103,0,0.0411,0.0137,0,0.0137,0.0034,0.0274,0,0.0103,0,0.1233,0,0,0.1678,0,0,0,0,0.1336,0,0.2055,0.0548,41.031054,-73.718316,4,"Graduate degree",12,"Four Year","Full Time","Low",0,1,0,1,0,1
"149",149,"Maria College of Albany",400,540,550,400,520,600,410,510,590,12050,12050,19,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141,0,0.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9155,0.0516,0,42.656506,-73.805986,3,"Bachelor's degree",5,"Four Year","Part Time","Low",0,1,1,0,0,0
"150",150,"Marion S Whelan School of Nursing of Geneva General Hospital",530,530,660,390,530,780,470,540,640,9112,9112,22,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.877027,-76.988008,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"151",151,"Marist College",350,570,560,390,500,720,490,590,590,32590,32590,22,29,25,0,0.0068,0,0.0023,0.1851,0,0.0504,0,0.0263,0,0,0.0075,0,0.0504,0.0166,0,0,0.0444,0.0113,0,0.0467,0,0.0015,0,0.0015,0,0.1377,0.0384,0.0173,0.0233,0,0,0,0,0.1038,0.0188,0.2002,0.0098,41.721955,-73.934342,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"152",152,"MarJon School of Beauty ltd-Tonawanda",490,540,660,430,600,660,460,530,670,7927,16172,23,32,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.98558,-78.823535,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"153",153,"Marymount Manhattan College",490,545,600,450,510,570,540,550,700,27636,27636,21,26,24,0,0,0,0,0.1697,0,0,0,0,0,0,0,0,0,0.0411,0,0,0.0129,0,0,0.0411,0,0.0129,0,0,0,0.0411,0,0,0.0617,0,0,0,0,0.4679,0.0514,0.0848,0.0154,40.769108,-73.959676,3,"Bachelor's degree",12,"Four Year","Full Time","Low",0,1,0,1,0,1
"154",154,"Medaille College",370,420,470,360,420,480,560,500,740,25002,25002,25,32,23,0,0,0,0,0.0417,0,0.0365,0,0.0755,0,0,0,0,0,0.0286,0.0781,0,0.0156,0,0,0,0.0495,0,0,0,0,0.0755,0.0625,0,0,0,0,0,0,0,0.2292,0.3073,0,42.92895,-78.856569,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"155",155,"Memorial College of Nursing",500,490,740,490,550,570,450,590,600,10575,10575,25,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42.673642,-73.750114,2,"Associate degree",1,"Two Year","Part Time","Low",1,0,1,0,0,0
"156",156,"Memorial Hospital School of Radiation Therapy Technology",470,540,710,470,540,640,450,540,640,9994,27385,24,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.764766,-73.955729,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"157",157,"Mercy College",410,520,550,440,520,610,560,500,720,17766,17766,19,33,24,0,0,0,0,0.0205,0,0.0219,0,0,0,0,0.012,0,0.0169,0.0268,0.0346,0,0.0085,0.0099,0,0,7e-04,0,0,0,0,0.115,0.0712,0.0212,0.2489,0,0,0,0,0.0183,0.2264,0.1389,0.0085,41.021436,-73.874571,4,"Graduate degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"158",158,"Mesivta Torah Vodaath Rabbinical Seminary",360,510,710,530,570,560,460,600,710,11010,11010,23,29,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.638251,-73.969494,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"159",159,"Mesivta of Eastern Parkway-Yeshiva Zichron Meilech",380,520,630,470,520,660,520,550,620,8600,8600,19,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.635169,-73.979166,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"160",160,"Mesivtha Tifereth Jerusalem of America",480,500,620,350,590,730,530,510,650,9750,9750,20,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.713812,-73.991271,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"161",161,"Southern Westchester BOCES-Practical Nursing Program",500,510,670,440,550,560,450,520,730,6246,12778,21,33,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.9742,-73.741091,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"162",162,"Midway Paris Beauty School",430,580,660,540,610,770,550,540,560,12466,29549,25,33,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.699612,-73.909591,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"163",163,"Mildred Elley School-Albany Campus",500,580,620,380,580,610,540,570,570,11205,11205,25,32,23,0,0,0,0,0,0.0107,0.1176,0,0,0,0,0,0,0.0963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6631,0.1123,0,42.68026,-73.790212,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"164",164,"Mirrer Yeshiva Cent Institute",500,530,600,370,520,670,320,540,670,6100,6100,25,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.605043,-73.966049,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"165",165,"Modern Welding School",380,510,640,400,500,710,460,580,610,9328,20837,24,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42.779336,-73.903373,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"166",166,"Mohawk Valley Community College",480,510,600,550,550,650,470,500,590,4415,8225,20,27,26,0,0,0,0,0.0044,0.0022,0.04,0.023,7e-04,0.0074,0.0259,0.0044,0,0,0.0348,0.3156,0,0,0,0,0,0.0044,0,0,0,0,0,0.0822,0.0341,0,0.0193,0.0681,0.0422,0,0.04,0.1422,0.1089,0,43.077384,-75.217197,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"167",167,"Molloy College",490,525,560,490,535,580,470,520,570,26850,26850,22,26,24,0,0,0,0,0.0246,0,0.0099,0,0.0973,0,0,0.0037,0,0,0.0222,0.0382,0,0.0197,0.0074,0,0,0,0,0,0,0,0.032,0.0628,0.0443,0.0062,0,0,0,0,0.0111,0.5369,0.0665,0.0172,40.68597,-73.626278,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"168",168,"Monroe College",480,560,600,390,600,780,320,570,740,13740,13740,22,36,23,0,0,0,0,0,0,0.0752,0.0454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2814,0,0,0,0,0,0,0,0.2697,0.3284,0,40.86407,-73.900501,4,"Graduate degree",7,"Four Year","Full Time","High",0,1,0,1,1,0
"169",169,"Monroe Community College",360,550,620,500,540,790,460,580,660,4150,7566,22,30,25,0,0,0,0.0018,0.018,0.0132,0.0136,0.0026,0.0029,0.0206,0.0254,0,0.0033,0.0313,0,0.428,0,0,0.0066,0,0.0011,0.0022,0,0,0,0.004,0,0.0346,0.0361,0,0,0.0247,0.0195,0,0.0405,0.1325,0.1373,0,43.101265,-77.608488,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"170",170,"Mount Saint Mary College",450,495,540,460,510,560,380,540,660,27312,27312,20,24,22,0,0,0,0,0.0628,0,0.0188,0,0,0,0,0.0105,0,0,0.0502,0,0,0.0523,0.0607,0,0.0544,0,0,0,0,0,0.1025,0,0.0439,0.0481,0,0,0,0,0,0.249,0.1695,0.0774,41.511212,-74.012906,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"171",171,"College of Mount Saint Vincent",420,465,510,420,460,500,370,60,800,31290,31290,19,22,21,0,0,0,0,0.0845,0,0,0,0,0,0,0.0054,0,0,0.0191,0.0218,0,0.03,0.0054,0,0,0,0,0,0.0027,0,0.0736,0,0,0.0872,0,0,0,0,0,0.515,0.139,0.0163,40.912814,-73.907019,4,"Graduate degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"172",172,"Icahn School of Medicine at Mount Sinai",460,500,750,510,550,580,510,510,790,9375,23698,22,27,27,0.0392,0.0387,0.0336,0.0183,0.0266,0.0171,0.0317,0.0516,0.0309,0.0349,0.0182,0.0142,0.0514,0.0053,0.0341,0.0309,0.0477,0.0099,0.0163,0.0207,0.0024,0.0272,0.0287,0.0246,0.0463,0.0031,0.0288,0.022,0.0294,0.0512,0.0034,0.043,0.046,8e-04,0.0443,0.0133,0.0119,0.0023,40.789801,-73.953445,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"173",173,"Nassau Community College",430,580,680,500,590,600,440,510,640,4739,8973,21,35,23,0,0,0,0.0022,0.0121,0.0096,0.0124,0.0326,0.0012,0.0053,0.0174,0.005,0.0065,0.0298,0,0.5228,0,0.0028,0,0,0,0.0022,0,0,0,0,0,0.0662,0.0199,0,0,0.0056,0,0,0.0304,0.0842,0.1317,0,40.730088,-73.589397,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"174",174,"Nazareth College",460,580,550,540,560,570,450,600,660,30762,30762,24,36,23,0,0,0,0.0021,0.021,0,0.0126,0,0.0966,0,0,0.0189,0,0.0021,0.0399,0,0,0.0483,0.0462,0,0,0,0.0126,0,0.0063,0,0.0861,0,0.0651,0.0483,0,0,0,0,0.1029,0.1975,0.1303,0.063,43.102406,-77.514417,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"175",175,"Neighborhood Playhouse School of the Theater",420,530,680,470,560,690,410,540,630,15800,15800,21,36,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.756613,-73.965332,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"176",176,"The College of New Rochelle",440,480,520,440,475,510,460,600,600,32300,32300,18,24,21,0,0,0,0,0.0072,0,0,0,0,0,0,0.0029,0,0,0.0101,0.7091,0,0.013,0.0014,0,0,0,0,0,0.0014,0,0.0246,0,0.0116,0,0,0,0,0,0.0058,0.2084,0.0014,0.0029,40.899427,-73.781104,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"177",177,"The New School",500,560,620,490,555,620,470,570,670,41870,41870,22,27,25,0,0.0053,0.0165,0,0.0329,0,0,0,0.0048,0,0,0,0,0,0.0308,0.0839,0,0,0,0,0.009,0,0.0027,0,0,0,0.0175,0,0,0.009,0,0,0,0,0.6959,0,0.0876,0.0042,40.735275,-73.994636,4,"Graduate degree",15,"Four Year","Full Time","High",0,1,0,1,1,0
"178",178,"New School of Radio and Television",530,580,670,490,580,590,520,530,660,8690,20837,23,30,26,0,0,0,0,0.2222,0.7778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.685928,-73.813731,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"179",179,"New York Chiropractic College",500,560,690,470,530,770,330,530,790,9172,27087,19,29,23,0.0483,0.0187,0.0075,0.014,0.0066,0.027,0.0359,0.0282,0.023,0.0385,0.0042,0.0235,0.0052,0.0171,0.0093,0.0557,0.0311,0.066,0.0013,0.023,8e-04,0.0236,0.0145,0.0245,0.0224,0.0292,0.012,0.0478,0.0181,0.0357,0.0611,0.0391,0.0159,0.0261,0.0488,0.0332,0.0554,0.008,42.91173,-76.756232,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"180",180,"Star Career Academy-New York",500,520,590,550,580,610,310,580,560,6688,20085,24,33,26,0,0,0,0,0,0,0,0.4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4317,0.0868,0,40.738251,-73.999551,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"181",181,"New York Law School",340,550,610,560,590,670,450,550,780,5054,18807,20,30,25,0.0099,0.0378,0.0414,0.0364,0.0441,0.0065,0.0452,0.0354,0.0359,0.0141,0.042,0.0428,0.0104,0.0182,0.0049,1e-04,0.0457,0.0259,0.0046,0.0164,0.0481,0.0039,0.0036,0.0465,0.0142,0.016,0.0438,0.0064,0.033,0.0214,0.0235,0.042,0.0395,0.0064,0.043,0.0287,0.014,0.0481,40.717393,-74.006394,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"182",182,"New York Medical College",380,550,740,360,520,650,380,500,710,10816,26441,20,33,26,0.0249,0.0411,0.0178,7e-04,2e-04,0.0269,0.0493,0.0043,0.0363,0.006,0.023,0.0498,0.0164,0.0477,0.0137,0.0128,0.0201,0.0074,0.0549,0.0368,0.0231,0.0012,0.0302,0.0178,0.039,0.0252,0.0396,0.0433,0.0308,0.04,0.0093,0.0056,0.0059,0.0502,0.0465,0.0484,0.0311,0.0227,41.084261,-73.811241,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"183",183,"New York School for Medical and Dental Assistants",540,540,590,390,510,690,460,510,590,5546,17050,22,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,40.744291,-73.931391,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"184",184,"New York Theological Seminary",420,530,630,500,600,600,470,580,600,8310,24420,21,31,27,0.0448,0.0074,0.0177,0.0236,0.0379,0.0368,0.0258,0.0066,0.0077,0.0173,0.0218,0.0461,0.0128,0.0524,0.0083,0.0087,0.0151,0.0576,0.0383,0.0428,0.0225,0.0067,0.0215,0.0319,0.0458,0.0493,0.0101,0.0021,0.0342,0.0165,0.0464,0.0142,0.0273,0.0167,0.038,0.025,0.0568,0.0054,40.811078,-73.964081,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"185",185,"New York University",610,660,710,630,685,740,620,670,720,46170,46170,28,32,30,0,0,0,0.0084,0.0535,0.0016,0.0238,0,0.0169,0.0426,0,0.0139,0.0106,0,0.0176,0.1012,0,0.0327,0.0153,0,2e-04,0,0.0072,0,0.0102,0,0.0501,0,0.0058,0.1582,0,0,0,0,0.2046,0.0792,0.1323,0.0143,40.729452,-73.997264,4,"Graduate degree",14,"Four Year","Full Time","Low",0,1,0,0,0,1
"186",186,"Niagara County Community College",530,580,540,550,530,560,550,500,650,4274,10106,19,29,27,0.0237,0.0053,0,0,0.0185,0.0123,0.0554,0.0615,0.0264,0.0062,0.0158,0,9e-04,0,0,0.2118,0,0,0,0,0,0.0123,0,0,0,0,0,0.0738,0.0334,0,0,0,0,0,0.0308,0.2548,0.1573,0,43.147025,-78.877008,2,"Associate degree",3,"Two Year","Full Time","Low",1,0,0,1,0,0
"187",187,"Niagara University",460,510,560,480,525,570,530,550,580,29060,29060,20,25,23,0,0,0,0,0.0317,0,0.0113,0,0.3281,0,0,0.0045,0,0,0.0057,0.0204,0,0.0452,0.0079,0,0,0.0305,0.0034,0,0.0034,0,0.0192,0.0837,0.0192,0.0249,0,0,0,0,0.0204,0.0566,0.2749,0.009,43.138222,-79.037737,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"188",188,"Empire Beauty School-Peekskill",420,560,670,510,550,570,440,550,690,9952,22405,22,36,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.291013,-73.919085,1,"Certificate degree",-2,"Four Year","Full Time","Low",0,0,0,0,0,0
"189",189,"North Country Community College",530,490,730,510,520,670,490,550,590,4900,10750,20,30,24,0,0.0066,0,0,0,0,0.0263,0,0,0,0,0,0,0,0,0.2039,0,0,0,0,0,0.0164,0,0,0,0,0,0.0658,0.0132,0,0,0,0,0,0.0099,0.5296,0.1283,0,44.318645,-74.119981,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"190",190,"New York College of Podiatric Medicine",520,510,580,500,520,590,440,510,710,9677,24047,20,26,23,0.0175,0.0457,0.0012,0.0419,6e-04,0.017,0.0354,0.0113,0.0493,0.0346,2e-04,0.034,0.0139,0.0488,0.0236,0.0306,0.0416,0.0144,0.0193,0.0232,0.0059,0.0192,0.0428,0.0371,0.037,0.0375,0.0133,0.0061,0.0053,0.0317,0.0295,0.0306,0.052,0.0024,0.044,0.0162,0.0424,0.043,40.804899,-73.940306,4,"Graduate degree",0,"Four Year","Full Time","Low",0,0,0,0,0,0
"191",191,"New York Institute of Technology",460,515,570,490,550,610,550,510,680,32180,32180,21,26,24,0,0,0.1604,0,0.0938,0,0.0823,0,0.0021,0.1281,0.0458,0,0,0,0.0031,0,0,0.1094,0,0,0.0583,0,0,0,0,0,0.0135,0.0156,0,0.0094,0,0,0,0,0.0531,0.1073,0.1177,0,40.814402,-73.608885,4,"Graduate degree",13,"Four Year","Full Time","High",0,1,0,1,1,0
"192",192,"New York School of Interior Design",420,480,540,400,460,520,560,600,580,26540,26540,19,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,40.768615,-73.962404,4,"Graduate degree",5,"Four Year","Part Time","Low",0,1,1,0,0,0
"193",193,"Nyack College",390,450,510,370,435,500,450,520,630,23800,23800,19,26,23,0,0,0,0,0.0185,0,0,0,0.0554,0,0,0,0,0,0.0277,0.0277,0,0,0.0023,0,0.1339,0,0,0.1132,0,0,0.0716,0.0115,0.0416,0.0115,0,0,0,0,0.0416,0.0531,0.388,0.0023,41.086425,-73.931106,4,"Graduate degree",11,"Four Year","Full Time","High",0,1,0,1,1,0
"194",194,"Ohr Hameir Theological Seminary",340,520,680,530,520,600,330,530,640,9500,9500,24,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.268725,-73.889793,3,"Bachelor's degree",10,"Four Year","Full Time","Low",0,1,0,1,0,1
"195",195,"Onondaga Community College",380,570,770,390,500,790,560,560,600,4884,9184,20,26,26,0,0,0,0,0.0408,0.0162,0.0366,0.0021,0,0.012,0.0514,0,0.0077,0,0,0.331,0,0,0,0,0,0.0141,0,0,0,0,0,0.1,0.0852,0,0,0.0141,0,0,0.0585,0.0944,0.1359,0,43.007418,-76.196454,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
"196",196,"Orange County Community College",310,530,630,520,550,710,370,560,710,5002,9402,21,28,23,0,0,0,0,0,0.0238,0.0369,0,0.0036,0.0131,0.0166,0,0.0095,0,0,0.4102,0,0,0,0,0,0,0,0,0,0,0,0.0844,0.0214,0,0,0,0,0,0.0059,0.2354,0.1391,0,41.439476,-74.426885,2,"Associate degree",2,"Two Year","Part Time","Low",1,0,1,0,0,0
